Comment_ID	Text
z13hxreagueegdiuf22ou1k41sunxzqtv	May I remind everyone that Islam isn&#39;t our problem its RADICAL Islam
z12avl2qjx2gstuit04cc12opujnfvizvdo	Trump is an ass kicker not an ass kisser
z12hydtjtom1d3h1a235y15xavvnw3wn3	What a fucking embarrassment Trump is, he&#39;s not a Presidents arsehole!
z13dit2rnnfojn0i204cjxzo4xz2yxz41mk0k	this is sad
z121sv0adyedzpkab04chzihiln4cjdq424	we don&#39;t want them here , all haters out...lead away Mad dog!!!!! <br />rrrrrrrrrrrrrrrrrr. ...
z13qx53qjqytvjqrz04cf52zyzq5h3vqc3s	what did the muslims do? he admitted himself that 911was an inside job. also hes going to send the feds into chicago when thats not the highest ranking city for gun violence. well its obvious hes going to hurt all non white ppl or at the very least make their lives miserable. your good at signing executive orders, sign one to locate a better stylist. when their is no diversity in america anymore, poor and working class whites are going to be left eating shit.
z13hfbq4upeut5sq004ccbyyzsqttf4gp54	This is wrong! What has a Muslim ever done to an American?
z133d3n53nf1crsby04cg5fiize4yl1zeb0	WOOT!
z12vdjxyik2yfb0in04ch5fi3ledtd3rvz00k	He is a great President!!! God bless him!!!
z12zypqypn21xljr504chfijwpzuijk5pss0k	I heard somewhere that James (mad dog ) Mattis has a grizzly bear rug in his lounge room  ....   its not dead,   just too scared to move    .....
z135ex4y2ujoupana22zvnlxnqeainvrr04	Now trumps plan is to torture Muslims
z12lcxybkvy1ubkb404chbgjyuy4ybwz04w	Trump will go down as one of the best presidents in American history. Just imagine if Clinton won, it would be a continuation of the lib-tard policies of Obama and company.
z13ngfaazmu2xxz4r04ci5rakmbceb4xosk0k	USA  is a terrorist  country in this world
z12nzjmyqov4eb4ha04cjzogizblcn5rcco	anybody else notice how at first the wings above his head look like horns just saying
z125gtsq4tiyvzwso22mjfdaalzwdn0db	My president is WHITE my ford is blue and I&#39;ll be goddam if my rims ain&#39;t too
z134fpv42zv5eveng22buxkgdqn2wruqo04	The Warrior Monk has assumed command.
z12yjrsrmnrevv5qw04ccxrj5ovhz1mze5s	white people fucked the world up again fucking with this guy. white people are a fucking germ. yall kill and fuck up all tmh has created you fucking devils....
z12pxhpruorgihwni23owppqpln3evzps04	fascist fucktard
z13svru4ztadtbfhj04ccf2iymjoyztqqdg	Well done Mr. President, these people are like maggots!
z12lwfdgmxyvsnxct22zhj3yrzuos5ace	CNN is still at it.
z13xixvwyneotn3jx04cjjnxrovrgzfqpos0k	CNN can eat shit.
z12hdtczpxetjzcqc04cg3pp1lmdyb4qjwk0k	I love Donald Trump. How can you not love him reading out what hes signing? he is so real
z12us5bgwsfjd54s223xefgboripyjl2e	Finally some people with a backbone no matter how much the libby snowflakes cry and sling snot.Get&#39;em guys
z12be1wqwleeznb1322rjr4xmqqkipv13	Hey Oblama, this is how it&#39;s done!!
z13vj3dwzyy1ir1cl235ejgrey3kivx4i04	No plane ever flew into the pentagon come on donnie
z13dcle5wujaizwjt04cdtmxcuqytpg53ms0k	kill all islamist PIG&#39;s
z131td1yotahdrgjj04cdl0zpv3cdr4wttw0k	This video and this comment section are cancer. Do you even realise what Trump is saying? Its racism sprinkled with patriotism. Would you like to know who else did that? Do you remember that guy called Hitler? You&#39;re endanger of losing your true American selves. You were the ones who openly helped other countries. You gave food and shelter to the German civilians after the ww2. Sometimes the best way to fight a war is with love and compassion! Especially when that war is based on hearts and minds. No military power will ever stop terrorism. Shutting innocent people out just gives them a bigger reason to hate you. This America 1st is bullshit, we are all people.
z130thoz2rjmghtzd04chboqopz1v3a44ag	The Best Executive Order Ever For Safety! <b>The Islamic Terrorist Attack In United States:</b><br /><br />► <b>The Orlando Nightclub Massacre in 2016:</b> The Sunni Muslim gunman named was Omar Seddique Mateen, a Afghanistan decent. He was killed after taking hostages at the Pulse gay club and killing 50 people while injuring 53 others. He swore allegiance to the Islamic State (IS) Terrorist Group. The suspect, who was a US citizen from the Florida town of Port St Lucie and was of Afghan descent, was not on a terrorism watch list.<br /><br />► <b>The Chattanooga Shooting in Tennessee in 2015:</b> was a Muslim, Muhammad Youssef Abdulazeez who opened fire on two military installations in Chattanooga where Four Marines and a Navy Seal died before he was killed. Two people were injured! <br /><br />► <b>The San Bernardino, California Shooting in 2015:</b> were Two Muslim suspects identified as Syed Rizwan Farook, 28, and Tashfeen Malik, 27. The two Muslim shooters dressed in black masks and tactical gear opened fire inside the Inland Regional Center in San Bernardino, a community in east Los Angeles where 14 people were killed and 21 People wounded (injured). The next day, the authorities said they found 12 pipe bombs and thousands of rounds of ammunition at a house affiliated with the suspects. <br /><br />► <b>The Seattle, Washington Shooting in 2014:</b> was a Muslim identified as Ali Muhammad Brown who went on a Murder Jihad Spree from which he confessed to killing Ahmed Said, Dwone Anderson-Young, and Leroy Henderson in Seattle and 19-year-old college student Brendan Tevlin in West Orange, New Jersey, between April and June 2014. Brown was previously convicted of bank fraud believed to be in support of the Islamic Terrorists Group Al-Shabaab in Somalia, and &quot;communication with a minor for immoral purposes&quot; <br /><br />► <b>The Fort Hood Shooting in Texas on November 5, 2009:</b> where Major Nidal Malik Hasan, a Sunni Muslim shot up a military base in Fort Hood and murdered 14 people. Hasan was in contact with al-Qaeda terrorist Anwar al-Awlaki prior to the attack and shouted &quot;Allahu Akbar!&quot; as he fired upon the soldiers on the Fort Hood base. After being sentenced to death, Hasan requested to join ISIS while on death row. It took six years for Obama to acknowledge the shooting as a terror attack instead of &quot;workplace violence.&quot;<br /><br />► <b>The Ohio Machete Attack in 2016:</b> A Muslim Machete Attacker Screamed “ALLAHU AKBAR” While Hacking Up Restaurant Patrons. What could possibly have been Mohamed Barry’s motive in attacking people in an Israeli Arab Christian restaurant in Ohio with a machete? “He had a look on his face that was [indescribable],” Gerald told NBC affiliate WCMH. “And it was just a lot of hate and anger, and I have no idea where the rage is coming from.” I believe it’s known as the Koran. Specifically, “Slay the idolaters wherever you find them, and take them captive and besiege them and lie in wait for them in every ambush” (Quran 9:5).<br /><br />► <b>The Boston Bombing in Massachusetts on April 15, 2013:</b> where Tamerlan and Dhozkar Tsarnaev set off two bombs at the 2013 Boston marathon, killing three and injuring over 260 people. The Tsarnaev brothers later shot and murdered Massachusetts Institute of Technology police officer Sean Collier. The Tsarnaev brothers were self-radicalized Muslims through online jihadist propaganda and through a mosque with ties to al-Qaeda, a Sunni Islamic terror group.<br /><br />► <b>The Little Rock Terror Attack in Arkansas on June 1, 2009</b> where Abdulhakim Mujahid Muhammad, a Muslim convert shot and murdered one soldier, Army Pvt. William Andrew Long, and injured another, Pvt. Quinton Ezeagwula, at a military recruiting station in Little Rock. Muhammad reportedly converted to Islam in college and was on the FBI&#39;s radar after being arrested in Yemen–a hotbed of radical Islamic terrorism–for using a Somali passport, even though he was a U.S. citizen. In a note to an Arkansas judge, Muhammad claimed to be a member of al-Qaeda in the Arab Peninsula, the terror group&#39;s Yemen chapter.<br /><br />► <b>The Lone Wolf Terror Attack in Moore, Oklahoma on September 24, 2014:</b> where Alton Nolen, a Muslim convert beheaded a woman, Colleen Huff, at a Vaughan Foods plant and stabbed and injured another person. While Nolen&#39;s motives are unclear, he appears to have been another radicalized Muslim who was obsessed with beheadings. <br /><br />► <b>The Lone Wolf Terror Attack in Queens, New York on October 23, 2014:</b> where Zale Thompson, another self-radicalized Muslim, injured two police officers with a hatchet before being shot dead by other cops. Thompson reportedly indoctrinated himself with ISIS, al-Qaeda and al-Shabab–a Somali jihadist terror group–websites and was a lone wolf attacker.<br /><br />► <b>The Terrorist Attack in Brooklyn, New York on December 20, 2014:</b> where Ismaayil Brinsley, a Sunni Muslim shot and murdered two police officers execution-style and his Facebook page featured jihadist postings and had ties to a terror-linked mosque.<br /><br />► <b>The Garland Cartoon Contest in Texas on May 3, 2015:</b> where Two Muslim gunmen shot up the Curtis Culwell Center in Garland, where a Mohammed cartoon contest was taking place, and were killed by a police officer. ISIS claimed responsibility for the attack. <br /><br />► <b>The Shoe Bomber Plot in 2001:</b> was a Muslim, Richard Reid who failed to detonate a bomb concealed within his shoes in an Aircraft Boeing 767 with 197 passengers and crew aboard.<br /><br />► <b>The Beltway DC Snipers in 2002:</b> were a series of coordinated shootings by two Muslims, John Allen Muhammad and Lee Boyd Malvo which resulted in 17 Death and 10 injured.<br /><br />► <b>The Underwear Bomber in 2009:</b> was a Nigerian Muslim, Umar Farouk Abdulmutallab Failed to detonate plastic explosives hidden in his underwear while on board Northwest Airlines Flight 253 with 289 people.<br /><br />► <b>The U.S.S. Cole Bombers in 2000:</b> were Muslims (al-Qaeda Terrorist Group) who attacked a Navy guided-missile destroyer which 17 American sailors were killed, and 39 were injured in Aden, Yemen. There was a boat carrying explosives and two suicide bombings.<br /><br />► <b>The Benghazi Attack in Sept 11th, 2012:</b> were Muslim Militants who Attacked the American Diplomatic Compound (US Embassy) in Benghazi, Libya. Death Result: US Ambassador J. Christopher Stevens and Sean Smith; CIA contractors Tyrone S. Woods and Glen Doherty; approx. 100 Libyan Muslim Attackers And 11 People injured. <br /><br />► <b>The Portland Christmas Tree Bomb Failed Plot in 2010:</b> was a Muslim Somali-American man who’s serving 30 years in prison for plotting to detonate a massive 1,800-pound bomb packed into a van at a crowded 2010 Christmas lighting ceremony in Portland, Oregon. Mohamed Mohamud, 23, was arrested in November 2010 after repeatedly trying to detonate the bomb, which was parked amid thousands of people, including children.<br /><br />► <b>The NY Times Square Car Bomb Attempt in 2010:</b> was a Muslim Faisal Shahzad (Pakistani Taliban Terrorist Group), a 30-year-old Pakistan-born resident who had become a U.S. citizen in 2009. He was arrested when his plot was foiled by two street vendors Duane Jackson and another who discovered a car bomb and alerted New York City security personnel to the threat after they spotted smoke coming from a vehicle. The bomb had been ignited, but failed to explode, and was disarmed before it caused any casualties. He admitted attempting the car bombing. Shahzad was sentenced to life in prison after pleading guilty to a 10-count indictment in June, including charges of conspiracy to use a weapon of mass destruction and attempting an act of terrorism. (Note 3)<br /><br />► <b>The September 11th 2001:</b> <i>Airline Hijackers were </i><b><i>19 Muslims men</i></b><i> affiliated with al-Qaeda.</i><br /><b><i>The September 11 attacks</i></b> <i>(also referred to as September 11, September 11th, or 9/11)</i> were a series of four coordinated terrorist attacks by the Islamic Terrorist Group al-Qaeda on the United States on the morning of Tuesday, September 11, 2001. The attacks consisted of suicide attacks used to target symbolic U.S. landmarks.<br />15 of the 19 Muslims were citizens of Saudi Arabia. The others were from the United Arab Emirates, Egypt and Lebanon. The hijackers were organized into four teams, each led by a pilot-trained hijacker with three or four &quot;muscle hijackers&quot; who were trained to help subdue the pilots, passengers, and crew.<br /><b>The Four American Airline Hijacked Were:</b><br />• <b>American Airlines Flight 11</b> – One World Trade Center: <b>Hijackers:</b> Mohamed Atta (Egyptian), Abdulaziz al-Omari (Saudi Arabian), Wail al-Shehri (Saudi Arabian), Waleed al-Shehri (Saudi Arabian), Satam al-Suqami (Saudi Arabian).<br />• <b>United Airlines Flight 175</b> – Two World Trade Center: <b>Hijackers:</b> Marwan al-Shehhi (United Arab Emirates), Fayez Banihammad (United Arab Emirates), Mohand al-Shehri (Saudi Arabian), Hamza al-Ghamdi (Saudi Arabian), Ahmed al-Ghamdi (Saudi Arabian).<br />• <b>American Airlines Flight 77</b> – Pentagon: <b>Hijackers:</b> Hani Hanjour (Saudi Arabian), Khalid al-Mihdhar (Saudi Arabian), Majed Moqed (Saudi Arabian), Nawaf al-Hazmi (Saudi Arabian), Salem al-Hazmi (Saudi Arabian).<br />• <b>United Airlines Flight 93:</b> <b>Hijackers:</b> Ziad Jarrah (Lebanese), Ahmed al-Haznawi (Saudi Arabian), Ahmed al-Nami (Saudi Arabian), Saeed al-Ghamdi (Saudi Arabian). Death Toll: 2,996 (2,977 victims + 19 hijackers) Non-fatal injuries: 6,000+<br /><br /><b>AND MORE!</b>
z12bujfjfvnisnjsu23bz5wizu2ux1p5w04	🇺🇸TRUMP 2020🇺🇸
z13uzfpwoluvchfnd22fizroiq3echytu	oh did you forget about ISIS &quot;Fake news&quot; and the country&#39;s that they control. No, because your a extremely biased news channel for liberals. Every news station is biased (mainly for liberals) and like one for conservatives, (Fox) what can I do to get a unbiased news station where all they do is report the news, NOT their opinion.
z12jujczmsztvjedl23mutgweznrhj02g	&quot;And this is the  protection of the nation from foreign terrorists entry into the United States&quot;, signed by our President. More pointedly Islamic Terrorists. Thank you President Trump for Making America Greater Already by this and all you have taken action on in this, your first week in office.
z13vyrfp2pzispy1i23itf3zgwnmfpnfd	Don&#39;t worry Yanks, soon the rest of the world will have legislation prohibiting the entry of Americans into their country. Thank fuck.
z13cwpdzvtystfvhs04cfd4qzrethfogfvc0k	MadDog, Saudi Arabia, CLintons, CNN should number 1 on the watch list...
z12cd5c4wwb4v5bka23lzj4jrtbwf5y1t	&quot;Swear on Bibble? I feel offended!&quot;, said a muslim.
z12stjdbtpimztdi004ccryjhqqkjvd4ves	And this is why we need law and order! We will eradicate radical Islamic terrorism!
z12axttiptj4tto5d04cfpsycoyqsbyq0xw0k	Finally a president with balls to keep its nation safe. not that pussy we had for 8 years
z12gvploju2gfliks23gxbsjdzjrftmgw04	its amazing to kmow 90% of the people in the comments dont know that terriosts are against muslims as well like me.<br />THEY BOMB MOSQUES AND KILL 8,000 MUSLIMS A MONTH WHICH IS TERRIBLE.
z13ieb1rhkeji5w32223enfwwlvquxzm2	l love the fact that people are getting triggered because trump is doing exactly what he said he was gonna do. XD
z130jfaqcuvwtld3523rczzwqlqsejayn04	EVERYBODY SAYING YAYY KICK THE MUSLIMS OUT NOT ALL MUSLIMS BAD TRUMP IS BRAIN WASHING YOU STUPID MOTHER FUCKERS TO BE PREJUDICE WW3 IS COMING AND YOU ASS HOLEZ GON GET IT SMH
z12njh5zdxi1dl3ab04cftlo0znqjb441q40k	Thanks God! The Obama Democrats Communist Islamic Lovers Nightmare is over! God Bless America! and My! Our! President Donald Trump! The next step is to get out all the communist rats and muslins Out of the &quot;UN&quot; Cut the butget! Cut all the American Dollars Our Taxes to The Enemies! Mr. President! Do it! Kick! them Out! Out!
z12evld4rqryijzpw04ccvqimnittlpgzp40k	I&#39;m not even going to watch the commentary from CNN because I&#39;m sure they&#39;ll find a way to twist Trump trying to protect us from terrorist attacks into some horrible act of discrimination. We don&#39;t want what has been happening in Germany to become common here also.
z13qyv2wxuf3jrr0y23ottlxrrztcldv5	I think its funny how all these people commenting are all happy with trump meanwhile they were kissing hillarys ass awhile ago
z13hyj0jfu3ftfu4j04ccrsgpkeevjrp23w	20 seconds into the video they say sumthing alotta people need too hear... &quot;PRESIDENT TRUMP THE PRESIDENT OF OUR UNITED STATES&quot;      HE&#39;S OUR PRESIDENT!!! GET OVER IT OR MOVE!!!
z13atplbzpuzghfdw23lxhq4dxrxuvatb	I love Somalian women n I love my Somalian brothers so fuck this White Nigger
z13fzzoj5x2bzdssb23zibnxkqyjsrwmp	Except this doesn&#39;t matter as federal law clearly states you cannot discriminate on the issuance of immigration visas based on country of origin.<br /><br />This is a waste of time and money.
z12jwxmigk23hj3eq23oh5eadpnbfdvue	thats the least racist thing anyone has ever done believe me
z12wu3hiys2cit1zu04cfzezqtauj3ehkew	I wonder why Saudi-Arabia, Pakistan etc aren&#39;t on the list? Most terrorists in the USA came from these countries. It&#39;s not because Trumps has business with those countries, is it? xD Well, it doesn&#39;t matter because Trump already got beaten up with the law by a judge in New York! Good Work.
z13yu51jiwqagzfhq04cjzogizblcn5rcco	I honestly voted for Hillary and am glad trump won I regret not voting for this man he was real and is keeping it real much respect as a child of immigrant families I support our president Donald Trump gladly and as I said I voted Hilary and am glad trump won we need a change around here and there&#39;s a new sheriff in town that&#39;s about to get rid of the scum that are turning our country into straight forward garbage
z13cdte4fqydfb2y204cjxiabtmteduj1xk0k	GOOD!!! only he needs to ban the filthy muslims from ALL shit holes that spawn them. then NUKE the shitholes.
z13aenjprxn1ix4ic04cfjkpvkudczvrj2w	I love it
z13lyhno4ouzerzjv04cd5x4iubwurto1ck	GOOD! Throw that bleedin&#39; heart shite at me all you want, the fact is that Islamic immigration has swept across Europe creating a pit of theft rape and murder where the indigenous people are suffering genocide! Muslims are all scum and there take over of the world has to stop!
z13tvzfjct3swdsg404civ1gbwzvu5ai0gs	"About damn time now that we&#39;re in a non pro muslim environment can our President finally shut the fucking doors to these agents of death. And all the fucking nonsense obama talked about how peaceful and gentle the muslim faith is while they run amuck around the world and our nation killing and spreading hate for Israel and the west. That&#39;s the TRUTH  mr former community organizer and not your lies upon lies you hold dear to your muslim appeasing heart. Build the wall President Trump and shut down the evil obama allowed to freely and easily enter our great land because he didn&#39;t mind the consequence over appeasement to everyone NOT American. <a href=""http://www.youtube.com/results?q=%23trumpforever"">#trumpforever</a> <a href=""http://www.youtube.com/results?q=%23libssuckit"">#libssuckit</a>"
z12xfrcikrfvv1xon04cfleb0o3efjpwig0	Board full of Islamaphobes, I didn&#39;t know thats what this channel attracted.
z12cyrgjukfiftoon04ccpow4su3x5r4yd4	this man WILL destroy America.....
z134w5zooke2cdqmw23iydqyhv3kspfqo04	It’s true. Too stringent a liberal agenda from overzealous acolytes of the ideology has bred this alt-right, ultra-conservative, Islam-is-evil, feminism-is-evil uprising. Willing to fester in their own delusions and accept no critical thought, wallowing in their own fear, ignorance and prejudice. They have been backed into a corner, so naturally they bear their teeth. A new centrist and critical agenda  is needed. And fast.
z12gyn1qdtmtejxvh23jgnerirfsjdkie04	the problem is they are already inside your country so the next step is to bring them out using all your aircraft carriers and hercules transport planes.
z12agzareyeaxv5sc22lizh52yzkzhjdj	fuck you trump
z125gzmo0o2bdf0to23cctto3ojdvfay504	As long as he doesn&#39;t stop little Debbie from coming in , if that happens .... we are doomed
z13cehewupjagfprp04chxvjokirstzaoxc0k	wow! Trump is a go getter, he is going to work on Saturday too. He has phone calls to heads of state of Russia and England planned tomorrow. Too bad that Mexican president Nieto is such a loser and doesn&#39;t have a clue how to run his own country. Mexico is such a filthy, low class society yet the government does nothing to make improvements. I guess we should plan to be updated daily of what Trump is doing.
z13swjgoyqv1czv3b22jzb5xvs3ovxcn1	That CNN commentary at the end is like having vomit dumped into your ears immediately after a symphony.
z13fdtzx3trajtaxw04cjlx5dnzdgntgobc	Need this in UK.
z13muj4jssr0ix1pt04cjzpj3lfbwbgqtd0	Damn all the racist assholes in this comment section. I ain&#39;t even mad at you tho, it must be hard to hold all that hate in your heart and most of you probably try to keep it secret making it even harder. God Bless
z134u10yhxfgfbbn323czflbcwblyh0nh	Less than 10 detained at the airport and the leftist liberals are screaming. How quickly the 3000 dead on 9/11 are forgotten; how quickly the 12 murdered in San Bernandino are forgotten; how quickly the  12 serviceman in Fort Hood are forgotten; how quickly the 50 party goers in Orlando are forgotten; how quickly the 4 Marines that were murdered in the recruitment station are forgotten; how quickly the men murdered in Benghazi are forgotten.  How quickly the massacre in France and Germany are forgotten!!!! How many American servicemen in &quot;Afghanistan and Iraq were lost? Veterans are the forgotten Americans. Those protesting are despicable traitors. Nobody would mourn their loss.
z12kwhwx3xyqzthas04cg3uoftr2ifbyfts0k	Well if he is doing this, he need to leave their country alone, bring back military from there and leave them alone.
z13ss3trvwirxjdpg04cfj2x1yqqivqrm1g	He did not banned saudi arabia what in the flying fuck?
z12pervgqrbahhmzs04cex3outnsj5ibwmw0k	Uh-oh CNN is reaching again, get the icyhot.
z12xfpejrvz3dtqbf04cibpynuz3wprb1kw0k	Can&#39;t believe this came from CNN lol CNN is
z131thwivtnntlnoq04ci5igmxagspiysng0k	😀😀😀😀😀😀
z12uunei1xylh3fhh04cfnuh3rngcteyqz00k	What&#39;s the point of banning countries which are not a threat to the US? He didn&#39;t even bother to ban Saudi Arabia and Pakistan.<br /><br />I&#39;m not saying he should because America is a country of immigrants ( excluding native Americans). But his orders seem<br /> very futile.
z13zsrgb0m2zgfjvh23xsr3biqzgzl20c	this is the end of our &quot;free&quot; country. american dream dead. oh gawd people are so stupid
z121wjr5nqe5s310r23bzfkriyrpeps0o	I will not miss the Islamic Garbage.
z124c3vqgrv5s3qra04cc54qkzzqttgybmw0k	So either the saudis have some information to hold any US government hostage or there is a conspiracy between any US government and the saudis. I just can&#39;t figure out what it might be.
z12bihyi4trowxduy233hpxxcunmyvkbh04	We don&#39;t hate Muslims. We hate radical Islamist terrorists who come over and kill people like the attack in Orlando, where dozens of lives were lost. <br />We don&#39;t hate Mexicans. We support legal immigration and want the Mexicans only with criminal records to be sent back to Mexico. We want a wall to prevent people like this easy access into our country. A country can&#39;t be called a country if it has no border. <br />We don&#39;t hate women. Women are important for America. We all love our country. Also, Trump doesn&#39;t hate women, seeing as he&#39;s hired probably THOUSANDS. Him not wanting abortion to be legal is his thing. We all have different opinions on abortion. It&#39;s hard to find someone whose views on abortion are the exact same as yours. And Trump didn&#39;t sexually assault women you ignorant morons. <br />We don&#39;t hate homosexuals. I honestly don&#39;t know where this came from. Mike Pence is religious, yes. However, he doesn&#39;t think that &quot;electrocuting gay people&quot; is a thing. He supported electroshock therapy for people WILLING to do it. I don&#39;t know if he said he thinks it works, but it seems like he supported people that wanted it, and never forced it on anyone. <br />Trump supporters are America supporters. Stop fighting your country&#39;s democratic system and support your country. America first.
z13fepdgboisd5ofo223wh554tbuir4uh	A man who truly cares about America. Now please get rid of Hollywood.
z13rchl5rqf2u5l5x04ch51q2suys5exu1w	Congress fucked us over so bad for 40 years, common sense is actually &#39;shocking&#39; now. Who the fuck would immigrate from these cespools that hate us 24/7. WTF were they thinking.
z13axviiwvzrcr3h004cfrq50ouwfnwh4mk0k	Does anyone want to HELP ME? I found it absurd that the Vice President (rather than Pres Trump) swore in the general? I was also thrown back when Saudi Arabia was not included in banned Muslim countries; esp since our gov just allowed private citizens to sue the Suadis re 9/11. Something doesn&#39;t fit - CAN ANYONE HELP ME????
z130e1zjuszpzzqld22nepirekzezz23r	Damn, I feel so proud to be an American at this time. I have faith that President Trump will someday be remembered as the Great Redeemer of the Republic of the United States of America.
z12hj3uqftydet0yn04cipvoxmytir2iajo	God Damn its about time someone slammed the lid on that mideast toilet.
z130gr2qokbjcr4k3231z3caolefzjwye04	&quot;#AmericaFirst&quot; until people realize that this is only going to further corrupt the US safety concerns more than one thinks.
z13vxdxgsnqrcpbpi04cdjagvxiwfhhhqj0	Respect from Hindu of India  .........agree ??????????????
z13phfhxllj1uzfi204cg5fiize4yl1zeb0	AMERICA FIRST! always!
z135g32q3qurdf1n323qsjpgoozczxtn5	Fanfkntastic
z12bu3pwbw35gbhaq04cfniodszohzialw00k	do all his people wear blue ties? and he wears the red one?
z12tjxjgtzvbsnspz04cddequqa5vdphcno0k	Absolutely a great moment in the modern history of the United States. President Trump continues to march the USA forward and under the name of God.  Thank you President Trump for putting God back where He is supposed to reside - at the head of This Country.
z13djhfirk3uh1yx104cd1oyvoyeh3jgqbg	Duh.... terrorists aren&#39;t from certain nationalities??? A terrorist can be from anywhere including the USA. Banning a few countries ain&#39;t sorting much here.... Just pissing more off.
z13pffcjvy3mxnqst22ue3pxpwykvbonf	Please include Saudi, we can get oil from Russia. Saudi is the worst.
z12rzh3zrkifir4zu04cin4rntzkhj153fs	I love president Trump more and more everyday.  He is a genius, a miracle for America, and my hero.  God Bless president Trump and long live Trump.
z130s1gbqpubwdpg404cdbzbupbohfaxef0	ISRAEL DID 911
z13nsntbftvhuxnvw225y52i0lazejjcj	GOD bless President Donald J. Trump!  GOD bless Vice President Trump.  May GOD bless, protect and preserve them, their families and their closest friends.  May GOD bless America.
z12pinez4zanchumq224ffhh3qibyliin04	Trump can&#39;t fuck with Saudi Arabia 🇸🇦
z12yclpouwu4z1fea235ibsrcwydijruu	he said he was going to do this. But what i dont understand.. is saudi arabia and egypt as well as japan and south korea on there. What the fuck? America is fkin corrupt lol. Only where they see convenience (oil in the middle east) is where they keep it open.
z13ut10p5szrfjf5304ce1zqvsrtc3w4vc4	while you&#39;re at it, pull your troops and mercenaries from those countries and stop bombing them. just to be fair
z124vdgzjnfdgtlhn04cijcobransv1w1to0k	"MAKE RUSSIA GREAT AGAIN! <br /><br />Tech companies will lose a lot in these countries, governments already started by eliminating US production and tech etc. This man is a Russian SPY can&#39;t you understand? Those 7 Muslim countries governments already started eliminated US on  IT companies + army supplies. Even Coca Cola is being banned! Unbelievable another big cut for US economy but great opportunity created for Russians!!!! Ignorant racists you think that he does it to protect you? Hell no look at his investment portfolio. He will never say anything bad about those countries: <a href=""https://www.nytimes.com/2016/11/26/us/politics/donald-trump-international-business.html?_r=0"">https://www.nytimes.com/2016/11/26/us/politics/donald-trump-international-business.html?_r=0</a>"
z12ihdap2kioxdnw404cdnfrynn5dbnjots0k	Trump actually delivering what he said he was going to do, actually doing his fucking job and putting his country first.<br /><br />What did Obongo do? That&#39;s easy! Hang out with social media groups, catch up with celebrities, dance on Ellen and Oprah, go to talk shows...
z13hhng5bqe2e1kfp22qdxhanr3ofbtv3	Maybe this man WILL save America. Its very different in Europe where the &#39;white liberal death wish&#39; is destroying the Old World nations one by one.
z12pxzjgukmezp1nv22ctx2rjkj5wlwes	It&#39;s rigged. He&#39;s a white Obama Zionist Israel supporting jihadi
z12dipqi2yugsj32i23sidoqwpn2jdklv	Im British and im proud to claim Trump as half British ha.  Seriously though its good to see a guy true to his word and loyal to his people. He has already done more in a week than Obama did in 8 yrs.
z12mtfuyatevf3rus22kexrxxlrzinruq	FUCK YES!!!!!!!!!!!!!!!!! DONT LET ANY OF THEM IN!!!
z13cdnm5yzviy51d5232elvqozjatjsg304	The funny thing is , I actually thought Trump was a pretty cool guy before he became president. and I pray that his candidacy is better than what I expect. but the problem is he takes drastic actions to quickly. it was these types of drastic actions the started the war in Iraq and the consequences that followed. like he needs to analyze these issues. Don&#39;t just cut funding here and there, because when you cut funding people lose jobs. don&#39;t just  block immigration of Muslims, because when you do that more good Muslims get blocked , and furthermore it demoralizes the ideals of America. It is not the religion that is the problem, it&#39;s dogma and that terrorist ideology that follows it.ideology is what they need to fight agianst, not a religion. I don&#39;t think Trump is a bad guy, but I feel like he just needs to analyze a bit more. Try to be a president for everyone and not just for the &quot;angry right winged American&quot;
z13byxc5npzpyhern04cj1bacrrizpzopzw0k	Trump you are big DOUCHE BAG!
z13bjjnqbsutenagi04cd5051wfahxlyddo	Bing bomb bam!
z12ui3mrrz33zdr3d23thhcwexfdzhdei	as if the liberals,muslims,an half of Hollywood wasn&#39;t pissed at him shit now he just gave em a reason to piss moan an cry talk about sticking to a plan holyshit way to go Mr president......not bad
z13wz3ip5yejixuuq23zcv3rusn2vve4s04	Whoo wah! :D   Bravo!
z12wftqyqyjhvfp10220d5mbskiqwp2vz	I have to give him Credit to Trump,   but not saudi arabia???  is time to cut ties with those fuckers
z13udp1abzzgjpir204chxwrelz5x30x2xk0k	How come whenever the last administration did something that needed to be adjudicated it took three years to get a decision and when this administration gets taken to court it takes 15 minutes to get a decision?
z13nfh2olmejtrvy004cc1wi3nahjvvbnck	Ohio love Trump!!!<br /><br />CNN had to end it with a negative tone of course. CNN is dead. CNN has no loyalty to America. They don&#39;t get it.
z13hvhfo0w3qw3wkh225cbxxpnjxiz1rw04	Wow - CNN didn&#39;t criticize the angle of Trump&#39;s hand as he waived, or the length of his tie. Are they giving journalism a try?
z12dj5iovkbhw3zr204cdfkibxfvvptbd20	so get the fuck out of the middle east trump america sticks their nose in everything
z12gvpvbqovrdnmer23qybox5knzsxilf	SO MUCH CRINGE I can&#39;t ... I can&#39;t handle.
z13hdlqgxzrvz1su122gjbfado2xybyep.1485582723121109	Jam Jam thats right...its Canada first!! Whores
z13xu1rrczyvg13hi04cflvaqnznwbggpx40k	hell yes!
z131jf5yervyjzsrm04cexcznt2pt52b4f4	Trump is absolutely right to do this.  Good to see a leader putting the <br />safety of his own people first, unlike that German traitor Merkel who <br />let over a million of them in with huge consequences for Germany.
